danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Artist,Song
0.426,0.0158,4,-19.916,1,0.0541,0.93,0.0,0.166,0.235,99.842,audio_features,1BKWd4e3KmnWtvD6wM8znP,spotify:track:1BKWd4e3KmnWtvD6wM8znP,https://api.spotify.com/v1/tracks/1BKWd4e3KmnWtvD6wM8znP,https://api.spotify.com/v1/audio-analysis/1BKWd4e3KmnWtvD6wM8znP,147354,4,"Shakira
",Pienso En Ti
0.541,0.195,5,-18.072,0,0.0357,0.855,0.933,0.129,0.237,115.632,audio_features,5hJkBqBiMEOU00zzQIEi8X,spotify:track:5hJkBqBiMEOU00zzQIEi8X,https://api.spotify.com/v1/tracks/5hJkBqBiMEOU00zzQIEi8X,https://api.spotify.com/v1/audio-analysis/5hJkBqBiMEOU00zzQIEi8X,159428,3,"Shakira
",Love
0.352,0.0653,7,-17.05,0,0.0332,0.931,0.894,0.0944,0.0457,95.795,audio_features,6eTr0YUNvL3oytQdwvxvgE,spotify:track:6eTr0YUNvL3oytQdwvxvgE,https://api.spotify.com/v1/tracks/6eTr0YUNvL3oytQdwvxvgE,https://api.spotify.com/v1/audio-analysis/6eTr0YUNvL3oytQdwvxvgE,218593,3,"Shakira
",In The Time Of Cholera
0.344,0.117,4,-24.535,0,0.0403,0.986,0.886,0.117,0.575,131.145,audio_features,4GwWoyjrk2lTReKcyorGox,spotify:track:4GwWoyjrk2lTReKcyorGox,https://api.spotify.com/v1/tracks/4GwWoyjrk2lTReKcyorGox,https://api.spotify.com/v1/audio-analysis/4GwWoyjrk2lTReKcyorGox,100589,1,"Shakira
",My New Life
0.856,0.429,5,-14.597,0,0.121,0.486,0.788,0.101,0.743,138.901,audio_features,1VzRDLBQAgWAv9Wcq3OgAp,spotify:track:1VzRDLBQAgWAv9Wcq3OgAp,https://api.spotify.com/v1/tracks/1VzRDLBQAgWAv9Wcq3OgAp,https://api.spotify.com/v1/audio-analysis/1VzRDLBQAgWAv9Wcq3OgAp,97106,3,"Shakira
",White Suit
0.654,0.393,0,-16.707,1,0.0455,0.158,0.952,0.298,0.0333,90.875,audio_features,1oPLyFw5WfO4uAGhEesNfN,spotify:track:1oPLyFw5WfO4uAGhEesNfN,https://api.spotify.com/v1/tracks/1oPLyFw5WfO4uAGhEesNfN,https://api.spotify.com/v1/audio-analysis/1oPLyFw5WfO4uAGhEesNfN,45976,4,"Shakira
",Hildebranda's
0.408,0.335,9,-13.265,0,0.0394,0.825,0.274,0.296,0.136,120.768,audio_features,0xAj6U1M7unQRcWSeMnuzC,spotify:track:0xAj6U1M7unQRcWSeMnuzC,https://api.spotify.com/v1/tracks/0xAj6U1M7unQRcWSeMnuzC,https://api.spotify.com/v1/audio-analysis/0xAj6U1M7unQRcWSeMnuzC,116100,4,"Shakira
",Divided Love
0.71,0.13,9,-21.357,0,0.0428,0.921,0.842,0.0998,0.537,111.666,audio_features,440J3KMKH6PwPFDMrxOZEL,spotify:track:440J3KMKH6PwPFDMrxOZEL,https://api.spotify.com/v1/tracks/440J3KMKH6PwPFDMrxOZEL,https://api.spotify.com/v1/audio-analysis/440J3KMKH6PwPFDMrxOZEL,62493,3,"Shakira
",1900
0.147,0.278,6,-16.053,0,0.0345,0.444,0.86,0.11,0.0706,138.756,audio_features,00OuE1OtxJTyOeMRRrWkFm,spotify:track:00OuE1OtxJTyOeMRRrWkFm,https://api.spotify.com/v1/tracks/00OuE1OtxJTyOeMRRrWkFm,https://api.spotify.com/v1/audio-analysis/00OuE1OtxJTyOeMRRrWkFm,111547,3,"Shakira
",Escolastica
0.142,0.0534,6,-21.354,0,0.0358,0.976,0.859,0.0876,0.0395,95.671,audio_features,0VWdrizeIy5RhTyaLyTKpQ,spotify:track:0VWdrizeIy5RhTyaLyTKpQ,https://api.spotify.com/v1/tracks/0VWdrizeIy5RhTyaLyTKpQ,https://api.spotify.com/v1/audio-analysis/0VWdrizeIy5RhTyaLyTKpQ,121827,3,"Shakira
",Confused Transito
0.596,0.144,0,-26.848,1,0.061,0.973,0.91,0.113,0.946,133.077,audio_features,2H7u3DjJfxQBQQs11RAyAH,spotify:track:2H7u3DjJfxQBQQs11RAyAH,https://api.spotify.com/v1/tracks/2H7u3DjJfxQBQQs11RAyAH,https://api.spotify.com/v1/audio-analysis/2H7u3DjJfxQBQQs11RAyAH,54880,4,"Shakira
",Florentino
0.163,0.145,11,-18.189,0,0.0309,0.851,0.78,0.119,0.117,73.543,audio_features,35KX47d87sVzytyusFYBAd,spotify:track:35KX47d87sVzytyusFYBAd,https://api.spotify.com/v1/tracks/35KX47d87sVzytyusFYBAd,https://api.spotify.com/v1/audio-analysis/35KX47d87sVzytyusFYBAd,47213,4,"Shakira
",The Boat
0.675,0.469,7,-18.046,1,0.0781,0.54,0.833,0.107,0.0395,95.664,audio_features,33HoeNtZczNkunnU2VhJrm,spotify:track:33HoeNtZczNkunnU2VhJrm,https://api.spotify.com/v1/tracks/33HoeNtZczNkunnU2VhJrm,https://api.spotify.com/v1/audio-analysis/33HoeNtZczNkunnU2VhJrm,51147,3,"Shakira
",The Widow
0.603,0.566,6,-13.242,1,0.113,0.421,0.739,0.0992,0.631,82.285,audio_features,48luuZAJB1dUi2340HSYuN,spotify:track:48luuZAJB1dUi2340HSYuN,https://api.spotify.com/v1/tracks/48luuZAJB1dUi2340HSYuN,https://api.spotify.com/v1/audio-analysis/48luuZAJB1dUi2340HSYuN,40533,4,"Shakira
",Sex Drum
0.791,0.39,4,-14.577,0,0.0972,0.319,0.333,0.152,0.638,100.615,audio_features,7sWt2YRAQAQ3ozCkon9wMB,spotify:track:7sWt2YRAQAQ3ozCkon9wMB,https://api.spotify.com/v1/tracks/7sWt2YRAQAQ3ozCkon9wMB,https://api.spotify.com/v1/audio-analysis/7sWt2YRAQAQ3ozCkon9wMB,158493,4,"Shakira
",Los Dos
0.328,0.217,11,-20.876,0,0.0405,0.95,0.957,0.0818,0.0723,66.534,audio_features,2jHPgLkkiSST4PvFvy4Fj5,spotify:track:2jHPgLkkiSST4PvFvy4Fj5,https://api.spotify.com/v1/tracks/2jHPgLkkiSST4PvFvy4Fj5,https://api.spotify.com/v1/audio-analysis/2jHPgLkkiSST4PvFvy4Fj5,62027,5,"Shakira
",Cholera
0.283,0.0502,5,-20.416,0,0.0355,0.973,0.931,0.106,0.0387,70.956,audio_features,3k9sh8yND55EmR8OARusll,spotify:track:3k9sh8yND55EmR8OARusll,https://api.spotify.com/v1/tracks/3k9sh8yND55EmR8OARusll,https://api.spotify.com/v1/audio-analysis/3k9sh8yND55EmR8OARusll,122613,3,"Shakira
",Second Love
0.577,0.0309,2,-28.881,1,0.037,0.988,0.928,0.119,0.213,105.763,audio_features,50DTYpXASy03RSH4CBkRsC,spotify:track:50DTYpXASy03RSH4CBkRsC,https://api.spotify.com/v1/tracks/50DTYpXASy03RSH4CBkRsC,https://api.spotify.com/v1/audio-analysis/50DTYpXASy03RSH4CBkRsC,177827,3,"Shakira
",The Girls
0.252,0.108,9,-28.351,1,0.0363,0.959,0.922,0.0682,0.187,136.217,audio_features,3d60E0sJNkpxLZpxbU45hB,spotify:track:3d60E0sJNkpxLZpxbU45hB,https://api.spotify.com/v1/tracks/3d60E0sJNkpxLZpxbU45hB,https://api.spotify.com/v1/audio-analysis/3d60E0sJNkpxLZpxbU45hB,101613,3,"Shakira
",Forever
0.2,0.175,6,-15.914,0,0.037,0.952,0.704,0.115,0.0604,113.313,audio_features,6B3oYzceiL9iC1R5yAg6WY,spotify:track:6B3oYzceiL9iC1R5yAg6WY,https://api.spotify.com/v1/tracks/6B3oYzceiL9iC1R5yAg6WY,https://api.spotify.com/v1/audio-analysis/6B3oYzceiL9iC1R5yAg6WY,152693,4,"Shakira
",Realejo
0.621,0.686,1,-4.662,0,0.0611,0.139,0.0,0.245,0.444,83.469,audio_features,6YDBAZHIcOEo1rSrcca7rJ,spotify:track:6YDBAZHIcOEo1rSrcca7rJ,https://api.spotify.com/v1/tracks/6YDBAZHIcOEo1rSrcca7rJ,https://api.spotify.com/v1/audio-analysis/6YDBAZHIcOEo1rSrcca7rJ,225427,4,"Shakira
",How Do You Do
0.673,0.414,2,-8.252,1,0.0428,0.664,1.59e-05,0.115,0.594,147.928,audio_features,4O1xKPHOH7iXlzMNUDuxHS,spotify:track:4O1xKPHOH7iXlzMNUDuxHS,https://api.spotify.com/v1/tracks/4O1xKPHOH7iXlzMNUDuxHS,https://api.spotify.com/v1/audio-analysis/4O1xKPHOH7iXlzMNUDuxHS,233200,4,"Shakira
",Illegal (feat. Carlos Santana)
0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,"Shakira
",Hips Don't Lie (feat. Wyclef Jean)
0.781,0.824,6,-4.412,0,0.107,0.203,0.0,0.389,0.886,140.033,audio_features,4NirETfurhjh8U9Y1l5U1S,spotify:track:4NirETfurhjh8U9Y1l5U1S,https://api.spotify.com/v1/tracks/4NirETfurhjh8U9Y1l5U1S,https://api.spotify.com/v1/audio-analysis/4NirETfurhjh8U9Y1l5U1S,195507,4,"Shakira
",Animal City
0.617,0.741,7,-4.094,1,0.0438,0.00632,0.00324,0.166,0.222,129.984,audio_features,433JymbpWnRMHXzp1oTRP7,spotify:track:433JymbpWnRMHXzp1oTRP7,https://api.spotify.com/v1/tracks/433JymbpWnRMHXzp1oTRP7,https://api.spotify.com/v1/audio-analysis/433JymbpWnRMHXzp1oTRP7,257027,4,"Shakira
",Don't Bother
0.628,0.613,1,-8.584,1,0.038,0.0402,0.000414,0.114,0.362,125.008,audio_features,080gSRai7pWpGO8WsWk1Ww,spotify:track:080gSRai7pWpGO8WsWk1Ww,https://api.spotify.com/v1/tracks/080gSRai7pWpGO8WsWk1Ww,https://api.spotify.com/v1/audio-analysis/080gSRai7pWpGO8WsWk1Ww,262467,4,"Shakira
",The Day and the Time (feat. Gustavo Cerati)
0.689,0.595,1,-7.427,1,0.0285,0.18,4.03e-05,0.0844,0.548,96.098,audio_features,4ng0dNET7TNV2RMjVB65m6,spotify:track:4ng0dNET7TNV2RMjVB65m6,https://api.spotify.com/v1/tracks/4ng0dNET7TNV2RMjVB65m6,https://api.spotify.com/v1/audio-analysis/4ng0dNET7TNV2RMjVB65m6,242760,4,"Shakira
",Dreams for Plans
0.775,0.646,1,-5.898,1,0.0365,0.172,0.0,0.103,0.788,128.082,audio_features,4DOamGN0O3Z7mRP8EVTw4f,spotify:track:4DOamGN0O3Z7mRP8EVTw4f,https://api.spotify.com/v1/tracks/4DOamGN0O3Z7mRP8EVTw4f,https://api.spotify.com/v1/audio-analysis/4DOamGN0O3Z7mRP8EVTw4f,249960,4,"Shakira
",Hey You
0.433,0.37,0,-8.335,1,0.0442,0.355,0.0,0.303,0.237,167.905,audio_features,42JOtajDAVadoj1x84l2Wg,spotify:track:42JOtajDAVadoj1x84l2Wg,https://api.spotify.com/v1/tracks/42JOtajDAVadoj1x84l2Wg,https://api.spotify.com/v1/audio-analysis/42JOtajDAVadoj1x84l2Wg,212973,4,"Shakira
",Your Embrace
0.539,0.645,8,-4.728,1,0.0368,0.0495,0.0,0.121,0.506,162.01,audio_features,6IkZCUzTNVdBpIixdippHA,spotify:track:6IkZCUzTNVdBpIixdippHA,https://api.spotify.com/v1/tracks/6IkZCUzTNVdBpIixdippHA,https://api.spotify.com/v1/audio-analysis/6IkZCUzTNVdBpIixdippHA,192133,4,"Shakira
",Costume Makes the Clown
0.66,0.329,6,-11.671,1,0.0327,0.465,0.0,0.119,0.276,115.993,audio_features,4lbUTqZIk42k2R6upLKAu6,spotify:track:4lbUTqZIk42k2R6upLKAu6,https://api.spotify.com/v1/tracks/4lbUTqZIk42k2R6upLKAu6,https://api.spotify.com/v1/audio-analysis/4lbUTqZIk42k2R6upLKAu6,261733,4,"Shakira
",Something
0.769,0.788,5,-4.358,0,0.032,0.0122,1.45e-06,0.318,0.589,116.961,audio_features,0RoXTnhkLvbUR4dSsY3O0f,spotify:track:0RoXTnhkLvbUR4dSsY3O0f,https://api.spotify.com/v1/tracks/0RoXTnhkLvbUR4dSsY3O0f,https://api.spotify.com/v1/audio-analysis/0RoXTnhkLvbUR4dSsY3O0f,212440,4,"Shakira
",Timor
0.784,0.763,0,-5.075,1,0.0483,0.0413,0.00161,0.0974,0.782,100.008,audio_features,6UwBdW2wlO9ikUD3LU8GF3,spotify:track:6UwBdW2wlO9ikUD3LU8GF3,https://api.spotify.com/v1/tracks/6UwBdW2wlO9ikUD3LU8GF3,https://api.spotify.com/v1/audio-analysis/6UwBdW2wlO9ikUD3LU8GF3,213440,4,"Shakira
",La Tortura (feat. Alejandro Sanz) - Alternate Version
0.654,0.309,6,-12.454,1,0.0326,0.442,9.77e-06,0.112,0.303,115.972,audio_features,28x1syDlcQU3QOFhYIG63K,spotify:track:28x1syDlcQU3QOFhYIG63K,https://api.spotify.com/v1/tracks/28x1syDlcQU3QOFhYIG63K,https://api.spotify.com/v1/audio-analysis/28x1syDlcQU3QOFhYIG63K,261867,4,"Shakira
",En Tus Pupilas
0.755,0.688,8,-7.101,1,0.0329,0.638,0.00354,0.102,0.615,129.015,audio_features,3TZNOCoBeIeMMTAkyMJUxq,spotify:track:3TZNOCoBeIeMMTAkyMJUxq,https://api.spotify.com/v1/tracks/3TZNOCoBeIeMMTAkyMJUxq,https://api.spotify.com/v1/audio-analysis/3TZNOCoBeIeMMTAkyMJUxq,199173,4,"Shakira
",La Pared
0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,audio_features,5BSclXJTa9B0iURhUjZo50,spotify:track:5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/tracks/5BSclXJTa9B0iURhUjZo50,https://api.spotify.com/v1/audio-analysis/5BSclXJTa9B0iURhUjZo50,212893,4,"Shakira
",La Tortura (feat. Alejandro Sanz)
0.595,0.232,11,-13.456,1,0.034,0.895,0.00019,0.191,0.459,145.944,audio_features,5JwZwNT0SyOZlErdpvdEg3,spotify:track:5JwZwNT0SyOZlErdpvdEg3,https://api.spotify.com/v1/tracks/5JwZwNT0SyOZlErdpvdEg3,https://api.spotify.com/v1/audio-analysis/5JwZwNT0SyOZlErdpvdEg3,199173,4,"Shakira
",Obtener un Si
0.646,0.612,1,-8.283,1,0.0299,0.0779,0.00262,0.114,0.345,124.992,audio_features,1XyRT1VeLaJs5rEJA3rMO9,spotify:track:1XyRT1VeLaJs5rEJA3rMO9,https://api.spotify.com/v1/tracks/1XyRT1VeLaJs5rEJA3rMO9,https://api.spotify.com/v1/audio-analysis/1XyRT1VeLaJs5rEJA3rMO9,262667,4,"Shakira
",Dia Especial (feat. Gustavo Cerati)
0.624,0.758,9,-4.242,1,0.0605,0.402,7.75e-06,0.0529,0.544,164.921,audio_features,6FIa32QgkH62pbe4yX5Sgk,spotify:track:6FIa32QgkH62pbe4yX5Sgk,https://api.spotify.com/v1/tracks/6FIa32QgkH62pbe4yX5Sgk,https://api.spotify.com/v1/audio-analysis/6FIa32QgkH62pbe4yX5Sgk,186867,4,"Shakira
",Escondite Ingles
0.72,0.302,0,-12.02,0,0.0324,0.841,0.00451,0.109,0.423,131.989,audio_features,0J6dOwflFSy3h1AoKmkqKc,spotify:track:0J6dOwflFSy3h1AoKmkqKc,https://api.spotify.com/v1/tracks/0J6dOwflFSy3h1AoKmkqKc,https://api.spotify.com/v1/audio-analysis/0J6dOwflFSy3h1AoKmkqKc,285040,4,"Shakira
",No (feat. Gustavo Cerati)
0.728,0.731,2,-7.075,0,0.0347,0.0331,0.351,0.0888,0.602,130.032,audio_features,3uU6dqBjVKRTPis0RrTaT4,spotify:track:3uU6dqBjVKRTPis0RrTaT4,https://api.spotify.com/v1/tracks/3uU6dqBjVKRTPis0RrTaT4,https://api.spotify.com/v1/audio-analysis/3uU6dqBjVKRTPis0RrTaT4,220667,4,"Shakira
",Las de la Intuición
0.687,0.361,10,-11.589,1,0.0792,0.35,1.11e-05,0.11,0.526,165.747,audio_features,0OEBOJhSObnFuHuasXdt52,spotify:track:0OEBOJhSObnFuHuasXdt52,https://api.spotify.com/v1/tracks/0OEBOJhSObnFuHuasXdt52,https://api.spotify.com/v1/audio-analysis/0OEBOJhSObnFuHuasXdt52,173133,4,"Shakira
",Dia de Enero
0.697,0.724,9,-5.975,0,0.0309,0.23,1.17e-06,0.331,0.442,112.98,audio_features,5sQi44U78b4HJT4KgyT1Ub,spotify:track:5sQi44U78b4HJT4KgyT1Ub,https://api.spotify.com/v1/tracks/5sQi44U78b4HJT4KgyT1Ub,https://api.spotify.com/v1/audio-analysis/5sQi44U78b4HJT4KgyT1Ub,234867,3,"Shakira
",Lo Imprescindible
0.642,0.171,8,-16.401,1,0.0429,0.937,7.36e-05,0.113,0.29,126.178,audio_features,5u4QS9JQtNetXX6DfQ6TGF,spotify:track:5u4QS9JQtNetXX6DfQ6TGF,https://api.spotify.com/v1/tracks/5u4QS9JQtNetXX6DfQ6TGF,https://api.spotify.com/v1/audio-analysis/5u4QS9JQtNetXX6DfQ6TGF,159067,4,"Shakira
",La Pared - Versión Acústica
0.746,0.876,9,-5.431,0,0.0597,0.228,2.71e-05,0.214,0.721,95.984,audio_features,3FsGjnnVi70WRUHOmopafn,spotify:track:3FsGjnnVi70WRUHOmopafn,https://api.spotify.com/v1/tracks/3FsGjnnVi70WRUHOmopafn,https://api.spotify.com/v1/audio-analysis/3FsGjnnVi70WRUHOmopafn,192093,4,"Shakira
",La Tortura (feat. Alejandro Sanz) - Shaketon Remix
0.41,0.868,6,-8.146,0,0.0473,0.019,0.0106,0.993,0.237,127.984,audio_features,7hDOnCrtEQQSpXPEGsIpL0,spotify:track:7hDOnCrtEQQSpXPEGsIpL0,https://api.spotify.com/v1/tracks/7hDOnCrtEQQSpXPEGsIpL0,https://api.spotify.com/v1/audio-analysis/7hDOnCrtEQQSpXPEGsIpL0,494600,4,"Shakira
","Ojos Así - Live in Rotterdam, Netherlands - April 2003"
0.544,0.952,2,-7.449,1,0.155,0.0482,0.0,0.978,0.242,112.092,audio_features,0yG10Acud8ZucKLQqXBMVQ,spotify:track:0yG10Acud8ZucKLQqXBMVQ,https://api.spotify.com/v1/tracks/0yG10Acud8ZucKLQqXBMVQ,https://api.spotify.com/v1/audio-analysis/0yG10Acud8ZucKLQqXBMVQ,276733,4,"Shakira
","Si Te Vas - Live in Rotterdam, Netherlands - April 2003"
0.311,0.732,7,-6.961,1,0.05,0.542,2.06e-06,0.871,0.297,78.322,audio_features,2iMY9PUZnqKw7D7uU1krl6,spotify:track:2iMY9PUZnqKw7D7uU1krl6,https://api.spotify.com/v1/tracks/2iMY9PUZnqKw7D7uU1krl6,https://api.spotify.com/v1/audio-analysis/2iMY9PUZnqKw7D7uU1krl6,253560,4,"Shakira
","Underneath Your Clothes - Live in Rotterdam, Netherlands - April 2003"
0.59,0.922,0,-6.594,1,0.0513,0.0383,1.77e-06,0.986,0.581,120.391,audio_features,41KMz96q61OB9MN1G83zw2,spotify:track:41KMz96q61OB9MN1G83zw2,https://api.spotify.com/v1/tracks/41KMz96q61OB9MN1G83zw2,https://api.spotify.com/v1/audio-analysis/41KMz96q61OB9MN1G83zw2,298840,4,"Shakira
","Ciega, Sordomuda - Live in Rotterdam, Netherlands - April 2003"
0.374,0.634,8,-7.857,1,0.0348,0.2,2.05e-06,0.793,0.178,143.947,audio_features,4aP8f6t0ckBQoJcNYJOfFg,spotify:track:4aP8f6t0ckBQoJcNYJOfFg,https://api.spotify.com/v1/tracks/4aP8f6t0ckBQoJcNYJOfFg,https://api.spotify.com/v1/audio-analysis/4aP8f6t0ckBQoJcNYJOfFg,226960,4,"Shakira
","The One - Live in Rotterdam, Netherlands - April 2003"
0.21,0.897,11,-9.412,0,0.095,0.0472,0.00228,0.993,0.444,91.012,audio_features,4xN0zPac07gcoqPYbKjTKm,spotify:track:4xN0zPac07gcoqPYbKjTKm,https://api.spotify.com/v1/tracks/4xN0zPac07gcoqPYbKjTKm,https://api.spotify.com/v1/audio-analysis/4xN0zPac07gcoqPYbKjTKm,323907,4,"Shakira
","Back In Black - Live in Rotterdam, Netherlands - April 2003"
0.299,0.504,0,-9.085,1,0.0413,0.747,0.000128,0.92,0.239,133.832,audio_features,0G9l5wXwtbKAoBGr04od6h,spotify:track:0G9l5wXwtbKAoBGr04od6h,https://api.spotify.com/v1/tracks/0G9l5wXwtbKAoBGr04od6h,https://api.spotify.com/v1/audio-analysis/0G9l5wXwtbKAoBGr04od6h,290333,4,"Shakira
","Tú - Live in Rotterdam, Netherlands - April 2003"
0.354,0.891,11,-9.993,0,0.139,0.0588,1.49e-05,0.721,0.391,94.01,audio_features,6seaOg1sVQWV02OFbjlXJt,spotify:track:6seaOg1sVQWV02OFbjlXJt,https://api.spotify.com/v1/tracks/6seaOg1sVQWV02OFbjlXJt,https://api.spotify.com/v1/audio-analysis/6seaOg1sVQWV02OFbjlXJt,433427,4,"Shakira
","Poem to a Horse - Live in Rotterdam, Netherlands - April 2003"
0.465,0.858,11,-9.841,0,0.201,0.027,4.13e-05,0.962,0.476,179.635,audio_features,0iHZ7ZjdtkN5ZDyaEMx8Sm,spotify:track:0iHZ7ZjdtkN5ZDyaEMx8Sm,https://api.spotify.com/v1/tracks/0iHZ7ZjdtkN5ZDyaEMx8Sm,https://api.spotify.com/v1/audio-analysis/0iHZ7ZjdtkN5ZDyaEMx8Sm,262600,4,"Shakira
","Objection (Tango) - Live in Rotterdam, Netherlands - April 2003"
0.61,0.787,1,-9.674,0,0.0402,0.0334,0.00442,0.976,0.147,108.322,audio_features,6MQzpmuhmsxG389shOCDQs,spotify:track:6MQzpmuhmsxG389shOCDQs,https://api.spotify.com/v1/tracks/6MQzpmuhmsxG389shOCDQs,https://api.spotify.com/v1/audio-analysis/6MQzpmuhmsxG389shOCDQs,472573,4,"Shakira
","Whenever, Wherever - Live in Rotterdam, Netherlands - April 2003"
0.431,0.671,11,-7.272,0,0.077,0.539,0.000596,0.958,0.303,81.036,audio_features,5zpqAIU4LMWv8qDaymJiAF,spotify:track:5zpqAIU4LMWv8qDaymJiAF,https://api.spotify.com/v1/tracks/5zpqAIU4LMWv8qDaymJiAF,https://api.spotify.com/v1/audio-analysis/5zpqAIU4LMWv8qDaymJiAF,363400,4,"Shakira
",Octavo Día - En Vivo
0.578,0.948,4,-4.943,0,0.0588,0.291,2.45e-05,0.979,0.701,111.259,audio_features,6TWrhSSWeUPL1PPfhNuZZ1,spotify:track:6TWrhSSWeUPL1PPfhNuZZ1,https://api.spotify.com/v1/tracks/6TWrhSSWeUPL1PPfhNuZZ1,https://api.spotify.com/v1/audio-analysis/6TWrhSSWeUPL1PPfhNuZZ1,218533,4,"Shakira
",Si Te Vas - En Vivo
0.587,0.892,9,-6.095,1,0.0377,0.149,0.0147,0.921,0.601,124.542,audio_features,7AVE9gDnG5MwCpKZKaDctP,spotify:track:7AVE9gDnG5MwCpKZKaDctP,https://api.spotify.com/v1/tracks/7AVE9gDnG5MwCpKZKaDctP,https://api.spotify.com/v1/audio-analysis/7AVE9gDnG5MwCpKZKaDctP,200707,4,"Shakira
",Dónde Están Los Ladrones - En Vivo
0.664,0.538,0,-9.698,1,0.0375,0.656,0.0,0.916,0.454,109.293,audio_features,1X7uS4Zwc10OAUbShjd9Dr,spotify:track:1X7uS4Zwc10OAUbShjd9Dr,https://api.spotify.com/v1/tracks/1X7uS4Zwc10OAUbShjd9Dr,https://api.spotify.com/v1/audio-analysis/1X7uS4Zwc10OAUbShjd9Dr,232667,4,"Shakira
",Moscas En La Casa - En Vivo
0.362,0.919,0,-4.347,1,0.261,0.31,1.09e-06,0.976,0.69,132.807,audio_features,1qlWPsawt6eo7L4wvzwRBv,spotify:track:1qlWPsawt6eo7L4wvzwRBv,https://api.spotify.com/v1/tracks/1qlWPsawt6eo7L4wvzwRBv,https://api.spotify.com/v1/audio-analysis/1qlWPsawt6eo7L4wvzwRBv,249733,4,"Shakira
","Ciega, Sordomuda - En Vivo"
0.435,0.704,6,-5.071,1,0.118,0.384,0.00308,0.886,0.35,90.005,audio_features,1gia3p3JUP6igy5kcpJSGb,spotify:track:1gia3p3JUP6igy5kcpJSGb,https://api.spotify.com/v1/tracks/1gia3p3JUP6igy5kcpJSGb,https://api.spotify.com/v1/audio-analysis/1gia3p3JUP6igy5kcpJSGb,219467,4,"Shakira
",Inevitable - En Vivo
0.433,0.499,7,-8.947,1,0.051,0.1,0.00152,0.974,0.444,138.661,audio_features,1C4b2NM9ViU7PbCIA2PLVT,spotify:track:1C4b2NM9ViU7PbCIA2PLVT,https://api.spotify.com/v1/tracks/1C4b2NM9ViU7PbCIA2PLVT,https://api.spotify.com/v1/audio-analysis/1C4b2NM9ViU7PbCIA2PLVT,298773,4,"Shakira
",Estoy Aquí - En Vivo
0.383,0.457,0,-9.539,1,0.0514,0.794,2.41e-06,0.968,0.255,131.902,audio_features,6aQ8d5AUuU9cuwr6lfGYEE,spotify:track:6aQ8d5AUuU9cuwr6lfGYEE,https://api.spotify.com/v1/tracks/6aQ8d5AUuU9cuwr6lfGYEE,https://api.spotify.com/v1/audio-analysis/6aQ8d5AUuU9cuwr6lfGYEE,322800,4,"Shakira
",Tú - En Vivo
0.477,0.323,11,-16.042,0,0.0446,0.56,0.00233,0.855,0.345,110.754,audio_features,55seID3mUhxyAKTmUckN5h,spotify:track:55seID3mUhxyAKTmUckN5h,https://api.spotify.com/v1/tracks/55seID3mUhxyAKTmUckN5h,https://api.spotify.com/v1/audio-analysis/55seID3mUhxyAKTmUckN5h,247093,4,"Shakira
",Sombra De Ti - En Vivo
0.572,0.745,2,-9.122,1,0.124,0.18,1.54e-05,0.983,0.864,136.39,audio_features,1GM2ouHHKW3tuCzjSZKIyr,spotify:track:1GM2ouHHKW3tuCzjSZKIyr,https://api.spotify.com/v1/tracks/1GM2ouHHKW3tuCzjSZKIyr,https://api.spotify.com/v1/audio-analysis/1GM2ouHHKW3tuCzjSZKIyr,248467,4,"Shakira
",No Creo - En Vivo
0.589,0.864,6,-7.512,0,0.144,0.43,0.00167,0.995,0.334,131.029,audio_features,3ov06YoehnfFCfFy9Z6zXE,spotify:track:3ov06YoehnfFCfFy9Z6zXE,https://api.spotify.com/v1/tracks/3ov06YoehnfFCfFy9Z6zXE,https://api.spotify.com/v1/audio-analysis/3ov06YoehnfFCfFy9Z6zXE,410000,4,"Shakira
",Ojos Así - En Vivo
0.746,0.876,1,-6.042,1,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,audio_features,7jxHeJLVpnP7S08JFF4GBi,spotify:track:7jxHeJLVpnP7S08JFF4GBi,https://api.spotify.com/v1/tracks/7jxHeJLVpnP7S08JFF4GBi,https://api.spotify.com/v1/audio-analysis/7jxHeJLVpnP7S08JFF4GBi,267827,4,"Shakira
","Ciega, Sordomuda"
0.677,0.897,2,-5.458,1,0.0393,0.0431,0.0,0.264,0.828,107.78,audio_features,7Apo6o7oxgFyXaSmdx6NHN,spotify:track:7Apo6o7oxgFyXaSmdx6NHN,https://api.spotify.com/v1/tracks/7Apo6o7oxgFyXaSmdx6NHN,https://api.spotify.com/v1/audio-analysis/7Apo6o7oxgFyXaSmdx6NHN,210267,4,"Shakira
",Si Te Vas
